text,label,label_name,source,sarcasm_type,hate_type
এটা কোন হাইলাইট মিনিট���,0,Not Hateful,BD_SHS,none,non_hateful
একশো রান করার যোগ্যতা আছে ?,2,Implicit Hateful,BenSarc,humor,non_hateful
চল তোমাদের উছিলায় যদি আমি যেতে পারি।,0,Not Hateful,BenSarc,none,non_hateful
হে আল্লাহ কোনো মায়ের গর্বে যেমন এই রকম সন্তান নামের পশু না হয়,1,Explicit Hateful,BD_SHS,none,abusive
তুইও একদিক বাপ হবি#,0,Not Hateful,BD_SHS,none,non_hateful
লুচ্চা চুদানির পুলা,1,Explicit Hateful,BD_SHS,none,abusive
স্বাধীনতার পক্ষ শক্তি তোমার কাছে কই আমার যত স্বাধীনতা সেসব এখন কই আমরা নাকি দেশের মালিক তোমরা নাকি দাস করেছি ভুল সেসব কথায় করেছি যে বিশ্বাস নামতে নামতে পোকামাকড় হলাম কেন আজ নামতে নামতে পোকামাকড় হলাম কেন আজ দেশের দাস সারা দেশেই তোমার কেন রাজ দেশের দাস সারা দেশেই তোমার কেন রাজ স্বাধীনতার চেতনায় সকাল বিকাল নাচ দেশের ভালোর পক্ষে নাকি তোমরা ছিলে তোমরা আছ ইতিহাসের তোমরা নাকি সত্য ঝান্ডাধারী তোমার কাছেই আমরা কি আজ জানতে চাইতে পারি? মানুষগুলোর স্বাধীনতা নিজের মুঠোয় পুড়ে সুখে আছ বলতো আজ বলতো কেমন করে? সুখে আছ বলতো আজ বলতো কেমন করে? নিজেকে আজ স্বাধীনতার পক্ষ নামে ডেকে স্বাধীনতা সবারই দিলে নিজের কাছে রেখে স্বাধীনতার পক্ষ তুমি এইকি তোমার ধারা? স্বাধীনতা তোমারি শুধু আমরা সর্বহারা! এই চেতনার কথা এখন পানসে লাগে কানে এই চেতনার কথা এখন পানসে লাগে কানে মানুষ ভুলতে বসেছে আজ স্বাধীনতার কি মানে মানুষ ভুলতে বসেছে আজ স্বাধীনতার কি মানে #সায়ান #স্বাধীনতার_পক্ষ_শক্তি_তোমার_কাছে_কই,0,Not Hateful,BD_SHS,none,non_hateful
কী রে মাঘী দিনে কয় কেজি করে দুধ বিক্রি করিছ।আমি কেজি নিব। তোর দুধের পায়েশ খেতে খুব ইচ্ছা করে।,1,Explicit Hateful,BD_SHS,none,abusive
ভাই আপনার ফোন নাম্বারটা দিবেন কমেন্টে গালি দিলে আত্মীয় স্বজন দেখে,2,Implicit Hateful,BanglaSarc3,sarcasm,non_hateful
দামে কম মানে ভালো যেমন কাকলি ফার্নিচার । ঠিক তেমনি শুনতে জঘন্য মাহফুজ রহমানের গান ।,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
দুইজনের সাথেই আমার কথা হয়েছে দুইজনের মধ্যে মশারী টানানো নিয়ে গেঞ্জাম হইছে তাই তারা এমন সিদ্ধান্তে আসছে ।,2,Implicit Hateful,BenSarc,humor,non_hateful
গোলাপ তো দূরের কথা কেউ একটা পাপড়ি ও দিলোনা আজ পর্যন্ত,2,Implicit Hateful,BanglaSarc3,humor,non_hateful
উনার বডির জন্য বডিগার্ড রাখা উচিৎ ।,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
রানুদির মেয়েকে মায়ের সাথে দেখা না করতে দিলে সব ঠিক হয়ে যাবে,0,Not Hateful,BD_SHS,none,non_hateful
ওই বাহান চোদের ঠিকানাটা কি খানকির পোলা তুই একদিন এই দিন ফিরে পাবি,1,Explicit Hateful,BD_SHS,none,abusive
আমাদের রেস্টুরেন্টে আসার জন্য স্যার অসংখ্য ধন্যবাদ ।,0,Not Hateful,BenSarc,none,non_hateful
মুখে আসছিল মান সম্মান এর ভয়ে কিছু বললাম নাহ,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
এই খানকির পোলারে জন্ম দিছে কেমনে রে ভাইঅসভ্য অসুস্থ মাদারচোদ তুই রাস্তা ঘাটে মইরা পইরা থাকবিকুত্তাও তোরে তখন চোদবেনা,1,Explicit Hateful,BD_SHS,none,abusive
আমার একাডেমির ছেলে তিন টারে বিড়ি ও খেতে দিলেন না ।,2,Implicit Hateful,BenSarc,none,abusive
আর এক সুন্নি মাদারচুদ ভন্ডার বাচ্চা,1,Explicit Hateful,BD_SHS,none,abusive
মাগীর দুধের ভাতা কয় টিয়া তেতুল হুজুর কি চুয়া খাইয়া এরুকুম করেছে টেবলের খেয়ে ভোদা কি চেটে ফেলছে,1,Explicit Hateful,BD_SHS,none,abusive
বসুন্ধরা শপিং মলে এরকম স্বাস্থ্যবিধি চেক করার সাহস পাবে না চলো না বসুন্ধরায় যাই,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
যেখানেই পড়ুক জানমালের ক্ষতি যেন না হয় আমরা সেই দোয়া করি আল্লাহর কাছে ।,0,Not Hateful,BenSarc,none,non_hateful
হায়রে পাপন তুই আসলে কুত্তার বাচ্ছা,1,Explicit Hateful,BD_SHS,none,abusive
আমরা হাতুরুর আমল ভুলে গেছি । কথা উঠেছিল দেশি কোচ সুজি সুজন আমাদের বস ।,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
তোর মারে চুদবো খানকির পোলা,1,Explicit Hateful,BD_SHS,none,abusive
জামিন এই যদি এত তাড়াতাড়ি হয়ে যায় তো আসামি ধরারই বা কি দরকার ।,2,Implicit Hateful,BenSarc,none,non_hateful
"আমার কুকুর টমি টা এই খবর শুনে লিঙ্গ কেটে ফেলার সিদ্ধান্ত নিয়েছে , দয়া করে এমন খবর দিবেন না প্লিজ",2,Implicit Hateful,BenSarc,humor,non_hateful
ভাই যেই দুইটা ছয় মারছে বাংলাদেশের কোন প্লেয়ার পারবেনা বস আমার প্রিয় আশা থাকি দেখার খেলা,0,Not Hateful,BD_SHS,none,non_hateful
ভারত ছি ছি ছি মুদি ছি ছি পাকিস্তান জিন্দাবাদ ইমরান খান জিন্দাবাদ,0,Not Hateful,BD_SHS,none,non_hateful
সকালে দেখলাম বউয়ের হাতে দৌড়ানি খাইলো এখন পাবলিকের হাতে।,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
যত লুচ্চামি খবর আছে তোমার কাছে,1,Explicit Hateful,BD_SHS,none,offensive
কেনো জানি তোকে ছাড়া প্রতিটা দিন চব্বিশ ঘন্টা করে মনে হয়,2,Implicit Hateful,BenSarc,irony,non_hateful
ভাই ওক দিয়ে সরকার বালতুলবি,1,Explicit Hateful,BD_SHS,none,offensive
ও কাকা ও কাকা তুমি কোওওথায়,2,Implicit Hateful,BanglaSarc3,humor,non_hateful
এই পাগটাকে কি মানায় ছিনেমা জগতে আপনারাই বলেন,1,Explicit Hateful,BD_SHS,none,offensive
সবাই দেখেন হাফপ্যান্ট পড়া টেস্টে হোয়াইট ওয়াস হওয়া বাংলাদেশের গর্বিত ক্যাপ্টেন !,2,Implicit Hateful,BenSarc,humor,non_hateful
ভাই আপনার পিংক প্যান্থার লুক মিস করছি,2,Implicit Hateful,BenSarc,humor,non_hateful
এখানেকিছুচারাবাংলাদেশকেব্যাংগোকরেকমেন্ট করছে,0,Not Hateful,BD_SHS,none,non_hateful
জবা কি পারবে আমায় উকিল বানিয়ে দিতে । আমি কিন্তু উকিল হবার কোনো পড়াশুনা করিনি । প্লিজ জবা বৌদি আমায় উকিল বানিয়ে দাও।,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
তোমরা কে আপন কে পর দেখনি গান নিয়ে পড়াশোনা করে উকিল হয়ে গেল কোয়েল ওকে কী বলবে আর তিতলি তো প্রথম থেকেই প্লেন চালানোর স্বপ্ন দেখে আসছে,2,Implicit Hateful,BenSarc,humor,non_hateful
এই বেয়াদবের বাচ্চাটাকে কঠিন শাস্তি দেয়া হোক যতসব অসভ্য জানোয়ারের দল,1,Explicit Hateful,BD_SHS,none,abusive
পুটকি মেরে একদম ছিড়ে দিবো খানকিরপুতটাকা কি তর বাপের যে পাকিস্তানের সমতকের জন্য কোটি টাকা সালা খানকির পশু,1,Explicit Hateful,BD_SHS,none,abusive
পাগল পাগলি থাকবে,1,Explicit Hateful,BD_SHS,none,offensive
পিছনের মহিলা টা কে সর্দার এর মত লাগছে ।,0,Not Hateful,BenSarc,none,non_hateful
মিয়ানমার যে দুটি দেশ থেকে অস্ত্র কেনে তাদের জাতিসংঘ সামলাতে পারে না,0,Not Hateful,BenSarc,none,non_hateful
প্রীয় জনকে কিক দেওয়ার দিন কবে জানায়েন,2,Implicit Hateful,BanglaSarc3,sarcasm,non_hateful
পৃথিবী একটি রঙ্গমঞ্চ বাংলাদেশ তার সদর দপ্তর কি মিয়া কথা কও হাসানী,2,Implicit Hateful,BanglaSarc3,sarcasm,non_hateful
যারা এগুলো করে তারা ছাত্র না আসলে সন্ত্রাসী জাতির বিবেকের কাছে প্রশ্ন,0,Not Hateful,BD_SHS,none,non_hateful
কিছু সাধারণ ছবি অসাধারন হয়ে যায় । তেমনি এটি হয়েছে,0,Not Hateful,BenSarc,none,not_hateful
এইসব জানোয়ার কে এনে হাত পা বেঁধে উপর দিকে তুলে নিচে আগুন দেওয়া দরকার বেশি না কমনা এমন ভাবে আগুন দেওয়া দরকার যাতে শরীরের চর্বি গলে গলে নিচে পড়ে,0,Not Hateful,BD_SHS,none,abusive
পরিমনি আপনি আমাদের কাকলি ফার্নিচার থেকে খাট নিয়ে টাকা পরিশোধ করেন নাই সেটার কি হবে । এখন আমরাও কি রাজপথে নামবো ।,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
শাকিব যেন অপু কে ফিরিযে আনে এই আমার অনুরুদ,0,Not Hateful,BD_SHS,none,non_hateful
সালা নাম্বার বন্ড বান্ডারী তার ওয়াজে সুদু কিচ্চা কাহীনি চাডা আর কিচু নাই। বেশি আলেম মনে করলে নিজেকে তাহলে কোরান হাদিস দিয়ে আলোচনা কর। এখন মানুষ সব বুযে এখন কিচ্চা কাহীনি চলেনা সত্য কথা সুনতে চায় কোরান হাদিস থেকে তার আসে পাসেও কিচু বন্ড লোক রাখচে তার কথায় হা বলার জন্য মানুষ এগুলো বুযে।,1,Explicit Hateful,BD_SHS,none,abusive
বিষয়টি মোটেই আনন্দের নয় আজ অন্য রোবটদের নিয়ে পালিয়েছে কাল যে মালিকের বউ নিয়ে পালাবে না তার কোন গ্যারান্টি নেই,2,Implicit Hateful,BanglaSarc3,humor,non_hateful
মাদারছোদ খানকির বাচ্চা,1,Explicit Hateful,BD_SHS,none,abusive
এতদিন কি করছে ক্রিকেটদের দাবি আন্দোলনের জন্য নেতৃত্ব দেওয়ার কারনে বোর্ড সভাপতি পাপন সাহেব তার পিছনে লাগছে অবশেষে বলবো পাপন সাহেব সাকিব পৃথিবীর যেকোনো দেশে খেলার যোগ্যতা রাখে তার পিছনে না লেগে পদত্যাগ করেন আপনি বাংলাদেশের জন্য কিছু দিতে পারেন নাই।,0,Not Hateful,BD_SHS,none,non_hateful
এরা তো মানুষের বাচ্চা না কুলাংগার এর বাচ্চা,1,Explicit Hateful,BD_SHS,none,offensive
স্যার যে দেশের প্রধান প্রেমে ব্যার্থ হয়ে প্রেমিককে ফাঁসিতে ঝুলাইতে পারে সে দেশের জনগন এরচেয়ে আর কত ভালো হবে ?,2,Implicit Hateful,BenSarc,humor,non_hateful
মদি কে মেরে ফেলা হোক,1,Explicit Hateful,BD_SHS,sarcasm,offensive
এই বউয়ের দালাল বউয়ের মুরিদ হইছে ওরে পুটকিমাইরা মাইরা লা,1,Explicit Hateful,BD_SHS,none,offensive
নাস্তিকের ঠিকানা জাহান্নাম ছাড়া আর কিছুই না,1,Explicit Hateful,BD_SHS,none,offensive
নিজেরে নিজে হুজুর বলে,0,Not Hateful,BD_SHS,none,non_hateful
থাকার জগ্গো নয়,0,Not Hateful,BD_SHS,none,non_hateful
গালি দেবে না তো কি করবে।তোরা টাকার বিনিময়ে খেলচ। ফাও খেলচ না। লাখ বেতন নিয়া এমন খেললে জুতা দিয়ে পিটানো দরকার।,1,Explicit Hateful,BD_SHS,none,offensive
যানুয়ার টাকে মেরে ফেলুন,1,Explicit Hateful,BD_SHS,none,abusive
অাজহারি ভন্ড,0,Not Hateful,BD_SHS,none,abusive
মুখে মিস্টি তুলে দিচ্ছে এমন ছবি না দেখে ডিপ্রেশনে চলে গেছি,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
সালা হারামি,1,Explicit Hateful,BD_SHS,none,offensive
অন্যরা কোচিংয়ের নাম করে টাকা মেরে দেয় আর ভাইটি পরিবারকে না জানিয়ে কোচিং করতো যাতে পরিবারের উপর চাপ না পড়ে মানবতার জয় হোক সুশোভনরা বেঁচে থাক হাজার বছর,2,Implicit Hateful,BanglaSarc3,humor,non_hateful
কতকগুলো উইপোকা এসে হা হা হি হি করে ন্যাকামিপনা মানে সার্কাস করবে,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
পোশাকেই মানুষের চরিত্র কিছুটা ফুটে ওঠে,0,Not Hateful,BenSarc,none,non_hateful
ভাল ভাবে যাইয়ো পৌঁছে কল দিবে আর প্লেনে কেউ কিছু দিলে খাবে না কিন্তু যা ইচ্ছা কর খেয়াল রাখবে ভিডিও যেন ভাইরাল না হয়ে যায়,2,Implicit Hateful,BenSarc,humor,non_hateful
নিউজ করার টপিক এর কি খুব অভাব আপনাদের?,0,Not Hateful,BD_SHS,none,non_hateful
তাহেরিকি আপনার সাথে কিছু করেছেন,0,Not Hateful,BD_SHS,none,non_hateful
তর সমান লোক না দেকলে কে দেখবে তর ভোন,0,Not Hateful,BD_SHS,none,not_hateful
তাহসীন তুই একটা কুত্তার বাচ্চা! তুই একটা কুলাঙ্গার! এই জন্য তোর চ্যানেল সবাই করেছে।,1,Explicit Hateful,BD_SHS,none,abusive
মোদিকে লাথ্থির কাম শালা চায়ের দোকানদার মালুর বাচ্চা,1,Explicit Hateful,BD_SHS,none,offensive
এই করোনা মহামারীতে মুসলিম বিশ্ব মানবিক দিক বিবেচনা করে যেভাবে তাদের সহযোগিতায় এগিয়ে এসেছে এর থেকে সাম্প্রদায়িক সম্প্রীতি আর কি হতে পারে ?,0,Not Hateful,BenSarc,none,non_hateful
বলিউডে চান্স না পেয়ে বিজেপির পক্ষে তেলবাজি করে রাজনীতিতে আসতে চাচ্ছেন এই অখ্যাত নায়িকা ।,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
মাথা বেঁচা জাফরদের কাছে জনগণ হলো গুরুত্বহীন।,0,Not Hateful,BD_SHS,none,non_hateful
হতাশাগ্রস্ত ব্যক্তিদের ট্রল থেকে বিরত থাকুন এক টি ট্রল হতে পারে সারাজীবনের কান্না । শুধু সমবেদনা।,2,Implicit Hateful,BenSarc,humor,non_hateful
খুলনা বাদ পড়ার চান্স বেশি শেষ মেসরেমিল্লা উঠি যাইব মোর লগে কারা কারা একমত।,0,Not Hateful,BIDWESH,none,non_hateful
ধিক্কার জাতিকে । এত শিক্ষাপূর্ণ সফর শেষ করে কচিকাঁচার দল দেশে ফিরলো কিন্তু তাদের কোন সংবর্ধনা দেয়া হলোনা !,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
পারার লোকগুলো ওকে কিছু বলছেনা কনো এটা কোন পারা কেউ দয়াকরে আমাকে এই বেজম্মাটার ঠিকানাটা দিক ওকে আমার পা দিয়ে চট্কে দিবো,1,Explicit Hateful,BD_SHS,none,abusive
বেচারা এম্নেতেই আমাকে পটানোর চেষ্টা চালাচ্ছেন এখন এখানে ম্যানশন দিলে সে মনে মনে ভেবে নিবে আমি পটে গেছি ।,2,Implicit Hateful,BenSarc,humor,non_hateful
একজন হার্টের রোগী নিয়ে ময়মনসিংহ যাচ্ছিলাম হার্ট বিট কাজ করছিলো না আপনার ছবি দেখে উনার হার্টবিট ফিরে এসেছে আপনাকে ধন্যবাদ জানিয়েছেন উনি !,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
সুইমিংপুল অনেক জনপ্রিয় একটি গোপন কাজ করার জন্য৷,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
শাকিব খানের উচিৎ ছিলো অপু বিশ্বাস কে কোরআন পড়া শিখানো নামাজ পড়া শিখানো সেটা না করে শাকিব খান অপু বিশ্বাস কে তালাক দিলো খুব দুঃখ জনক,0,Not Hateful,BD_SHS,none,no
ফ্লেবার গুলা ব্রাস্ট হইছিল আমার জিহ্বার ভেতর এটা কি ছিল ভাই,2,Implicit Hateful,BanglaSarc3,metaphor,non_hateful
নিচতলা ভাড়া দিয়ে উপরতলা বানাবো হাহাহা লম্পট মেয়ে,0,Not Hateful,BD_SHS,none,offensive
অনেক বড় খ্যাপ পাইছো মনে হয় । দেশের এই ক্রান্তি লগ্নে ভালোই রেমিট্যানস আসবে ।,2,Implicit Hateful,BenSarc,humor,non_hateful
বেয়াদব ছেলে তোর গালে জুতা মারা উচিত,1,Explicit Hateful,BD_SHS,none,offensive
সালের অক্টোবর পযর্ন্ত সকল প্রকার ক্রিকেট দেখা বন্ধ। সালা পাপন মাদাচোদ কে লাথি দিয়ে বের করে দেওয়া হক।,1,Explicit Hateful,BD_SHS,none,abusive
ওনার প্রোফাইল পিকচার দেখে পোলা পাইন যে প্রতিনিয়ত নিজের অমূল্য সম্পদ টাকে অমানবিক নির্যাতন করছে সে টার বিচার কে করবে।,2,Implicit Hateful,BenSarc,humor,non_hateful
খুশি হওয়ার কিছু নেই । এডমিন একজন মাথা মোটা ।,2,Implicit Hateful,BenSarc,irony,non_hateful
নিরুপমার চশমায় অনেক পাওয়ার তাই আবির নিরুর চোখে চোখ রাখতে পারে না।,2,Implicit Hateful,BenSarc,irony,non_hateful
খোলা খুলি আলোচনা এমন নয় যা পরিবার সমাজ ও রাষ্ট্রের সামাজিক অবক্ষয় হয় এমন আলোচনা করা নিজেদের লজ্জা বোধের কারন,0,Not Hateful,BD_SHS,none,non_hateful
কারন দশ জন বন্ধুর মধ্য আমিও একজন এবং আমার আপেলটিই ঝুড়িতে আছে,0,Not Hateful,BenSarc,none,non_hateful
সালাত প্রত্যেক মুসলমানদের জন্য ফরজ এবং ধর্মের অন্যতম ইবাদাত । সুফী সম্রাট হযরত শাহ্ দেওয়ানবাগী মাঃআঃ,0,Not Hateful,BD_SHS,none,non_hateful
হালার হাত পা ভাং,1,Explicit Hateful,BD_SHS,none,abusive
যারা কমেন্ট করতেছেন নোবেল এখনো বাইরে কেনো । তা ভাই ওরে ভিতরে ঢুকাইলো ভিতরের পাগলগুলোর নিরাপত্তার দায়িত্ব কি আপনি নিবেন ?,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
পরীচালক কি পাগল না ছাগল মানুষ টাকা দিয়া এসব ছবি চাযনা ছবি চায় ময়ূরীর মুনমুন নের ছবি চায়,1,Explicit Hateful,BD_SHS,none,offensive
দুই দিন পর পর কার জন্য সাজো তুমি প্রিয়তমা পরি,2,Implicit Hateful,BenSarc,humor,non_hateful
ময়ূরী মন হয় কালো বিড়ালের মাংস খাইছি এত মোটা কেমনে হইছে,1,Explicit Hateful,BD_SHS,none,abusive
সহমত চিল্লায়া বলি ঠিক কি না,2,Implicit Hateful,BanglaSarc3,humor,non_hateful
এদের যত ছাগলামী কাপড় খুলে নাচলে তো রোগী আরো বেশী বিনোদন পাবে ।,2,Implicit Hateful,BenSarc,humor,offensive
রিফাত এর স্ত্রী কিন্তু প্রথম থেকে যখন সবাই রিফাত কে ধরে মারতে মারতে নিয়ে যাচ্ছে তার স্ত্রী কিন্তু কিছুই বলে না।সে পিছনে আস্তে আস্তে হাঁটতেছে কোপানোর সময় রিফাতের স্ত্রী নাটকের অভিনয় করছে,0,Not Hateful,BD_SHS,none,non_hateful
কেউ কেজি দুধের গাভী না দেখলে এই মাগি কে দেখেও,1,Explicit Hateful,BD_SHS,none,abusive
শালার পুত তিনদিন পরে তোমার ঘুম ভাংছে। কয় কলকি খাইছিলা চুদিরভাই,1,Explicit Hateful,BD_SHS,none,abusive
ডিচির সাথে ওরও বিচার হওয়া উচিত।,0,Not Hateful,BD_SHS,none,non_hateful
হলে যারা যাবে তাদের দেখতে চাওয়া আমার অবুঝ মন,2,Implicit Hateful,BenSarc,humor,non_hateful
যতদিন বাঁচবেন ততদিন আপনার এই সতেজ ও প্রাণবন্ত হাসি বজায় থাকুক জনাব,2,Implicit Hateful,BanglaSarc3,humor,non_hateful
এই পিচ্চি কি মানুষের আলোচনা করতে বেস্ত থাকে নাকি ওয়াজ করতে আসে এই পিচ্চি অনেক বাল পাক্না,1,Explicit Hateful,BD_SHS,none,non_hateful
বাচ্চাটার ভিডিওটি তো অনেকদিন আগেই দেখেছি এডিট করে নতুন সিনেমা বানালেন,0,Not Hateful,BD_SHS,none,non_hateful
ভুলভাল প্রচার করে লাভ নেই ঠিক আছে,0,Not Hateful,BD_SHS,none,non_hateful
এটাই হওয়ার ছিল শাটডাউনের আগে মানুষের চলাফেরা দেখে আমি অবাক হয়ে গেছিলাম,0,Not Hateful,BenSarc,none,non_hateful
লাত্থি খাওয়ার পরেও এরকম ফষ্টিনষ্টি নিশ্বাস কিভাবে বের হয়।,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
এক লক্ষ্য নাস্তিক ও যদি আসে আল্লামা মামুনুল হক এক আল্লাহর উপর ভরসা রেখে। একাই লড়াই করার সাহস রাখেন।,1,Explicit Hateful,BD_SHS,none,offensive
রুবেল নাসির ফকিরের পোলারা দুই জনে মাগী বাজ,1,Explicit Hateful,BD_SHS,none,abusive
না?? তোর মায়েরে তুই চোদ খানকির পোলা। তোর পুটকির মধ্যে পদ্মা সেতুর পিলার ঢুকাব বেশ্যা মাগির ছোল। তোর টেংরি কেটে ভোদা বানাবো। আর তোর ভোদা দিয়ে ওই মরা হোল ঢুকাব বাইনচোদ। তোর বেফোমিটরে কুত্তা দিয়ে চোদাই সাউয়ার বেটা। যারা যারা একমত লাইক মারো।,1,Explicit Hateful,BD_SHS,none,abusive
মালে কয কি সারের দুষ নাই ত কে চুদল তোমাকে,1,Explicit Hateful,BD_SHS,none,abusive
পৃথিবীর শ্রেষ্ট চরিত্রবান মহামানব গৌতম বুদ্ধ। ওনি সকল মহামনবের আদর্শ। বুদ্বর আদর্শই পৃথিবীতে শান্তি আনা সম্ভব।,0,Not Hateful,ALERT,none,non_hateful
এসব কুলঙ্গার কে রিমান্ডে দেন,1,Explicit Hateful,BD_SHS,none,offensive
সালারে চোরের মত লাগতাছে ।,2,Implicit Hateful,BenSarc,humor,offensive
নাস্তিক মুরগি চুর এইখানে কি করে,1,Explicit Hateful,BD_SHS,none,abusive
মাদার চোদ ছেলে,1,Explicit Hateful,BD_SHS,none,abusive
বাহ প্রথম আলো দেখি এডিট শিখেছে তাও বিশ্রি,2,Implicit Hateful,BenSarc,humor,offensive
এটাই হোল শেখ হাসিনার ডিজিটাল বাংলাদেশ!! যাখানে সেখানে খুন কোন বিচার হয় না���,0,Not Hateful,BD_SHS,none,non_hateful
ফালতু যত্তসব তাহলে এই শো এর কি দরকার ছিলো এতো গুলো ছেলের স্বপ্ন ভঙ্গ হলো কথা কাজের সাথে কোনো মিল নেই এজন্যই এই দেশের দিন দিন এতো বাজে অবস্থা হচ্ছে,0,Not Hateful,BD_SHS,none,non_hateful
"খুবই স্বাভাবিকভাবে সেই এলাকার আওয়ামী লীগ নেতারা দাবি করছেন, এর সঙ্গে আওয়ামী লীগের কোনো যোগাযোগ নেই ঃ- স্যারের উদ্দেশ্য কিন্তু সৎ ছিল",0,Not Hateful,BD_SHS,none,non_hateful
কষ্টের করতো নাকি তোদের কারণে তারা করতাছো আপন কে ছাড়বে দাঁত ফালায় দিমু খানকির পোলা মাদারচোদ বাংলাদেশের ক্রিকেট ধ্বংস করতাছে,1,Explicit Hateful,BD_SHS,none,abusive
সভ্য সমাজের সুনাম জস খ্যাতি সম্পন্ন বেশ্যা,1,Explicit Hateful,BD_SHS,none,abusive
আপনার ভিডিওটিতে ফিল্ম স্টার দের সঙ্গে দেখা গেল এটা হয়েছে সেটা হয়েছে এতে কি ভিডিওটি পুরোপুরি নিরপেক্ষ নির্দেশে করে আপনি নিরপেক্ষ ভাবে একটা ভিডিও তৈরি করুন তাতে তার গুণ গুলো দেখান দোষ গুলো দেখান রাজ্যে কতটা বিরিজ ভেঙেছে এই বছরে টাকা বদলি সময় কি ঘটেছে ভোটের আগে পাকিস্তানের সাথে যুদ্ধের সময় অভিনন্দন কে নিয়ে আশায় কি ঘটেছে নোট বন্দির সময় কি হয়েছে ভোটে কি হয়েছে তাতে প্রথম দিনেই প্রথম সময়ই মারামারি পঞ্চায়েত ভোটে কি হয়েছে দোষ এবং গুণ দুটিরই উপর নজর রেখে একটি ভিডিও আপলোড করুন আমরা দেখব তবেই তো আপনার চ্যানেল সাবস্ক্রাইব হবে,0,Not Hateful,BD_SHS,none,non_hateful
সৌম্য সরকারের মনে হয় কপাল জাবেদের মতই হবে,0,Not Hateful,BenSarc,none,non_hateful
আমার এটা ভেবে কষ্ট হচ্ছে যে এই ভিভিও টা বানানোর জন্য আপনার এই মুভিটা থুক্কু চিড়িয়াখানাটা দেখতে হইসে,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
এতো গরমে পরী আফা জামা পড়ার দরকার কি ?,2,Implicit Hateful,BenSarc,sarcasm,offensive
মূররী দুধ এতো বড় ক্যা,1,Explicit Hateful,BD_SHS,none,abusive
সল্ট বে যেভাবে চর্বি বা মাংস কেটে ছুড়ে ফেলে আপনাদের মুরগি ওকে কাটতে দিলে হাড় ছাড়া কিছু পড়ে থাকবে না মনে হয় ।,2,Implicit Hateful,BenSarc,humor,non_hateful
আল্লাহর গজব তার উপরে আসবে,1,Explicit Hateful,BD_SHS,none,offensive
মামা টা সব দিক দিয়ে যাই,2,Implicit Hateful,BanglaSarc3,sarcasm,non_hateful
এই বেদোবির বিচাই বন্দুরা আমি কি ঠিক কথা বলেছি,1,Explicit Hateful,BD_SHS,none,offensive
ভাইরে আমাদের হাসু আপা এমন এক প্রোডাক্ট যে এই প্রোডাক্ট যেখানেই যায় সেখানেই শুধু পদত্যাগ আর পদত্যাগ,2,Implicit Hateful,BanglaSarc3,sarcasm,non_hateful
মাত্র ৩০০-৪০০ জন ভাগ্যবান হিন্দুই বরুণাতে পালানোর সুযোগ পায়। বারবার দেশান্তরের ফলে একমাত্র হিন্দু সংখ্যাগরিষ্ঠ জেলা খুলনাও একসময় মুসলিম সংখ্যাগরিষ্ঠ এলাকায় পরিণত হয়।,0,Not Hateful,ALERT,none,non_hateful
"বাটপার ধোন বিজ্ঞানী আপনি নিজের উঠোনে ট্রেঞ্চ খুঁড়ে লুকিয়ে থেকে যেভাবে মুক্তিযোদ্ধা সেজে মুক্তিযুদ্ধের গল্প শোনান...ঠিক বাংলাদেশের নির্বাচন আপনার ট্রেঞ্চের গল্পের মতো হয়েছে....আপনাদের মতো শিক্ষিত অমানুষ গুলা নেক্সট জেনারেশন কে ধ্বংস করছে.... আপনি দালাল আপনি বাটপার,আপনি বুদ্ধি বেশ্যা",1,Explicit Hateful,BD_SHS,none,abusive
অন্তু ভুলে গেছে তার নাম ডিনার না,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
পাপননান্নুসুজন সব শালা হারামি,1,Explicit Hateful,BD_SHS,none,abusive
শাউয়া দিবা তুমি ।,2,Implicit Hateful,BenSarc,none,abusive
আমাদের বাবরি মসজিদ চাই বছরের পুরনো মসজিদ ফিরে চাই,0,Not Hateful,BD_SHS,none,non_hateful
এক ঠ্যাং উঠাইয়া দুই কানে ধইরা একটা পনের সেকেন্ডের ভিডিও বানাইয়া আপলোড দে তাহলে বিশ্বাস করমু ।,2,Implicit Hateful,BenSarc,humor,non_hateful
এখানে কমেন্ট করা সবাই সিঙ্গেল হলে এতো প্রেম করে কে হুম?,2,Implicit Hateful,BenSarc,sarcasm,non_hateful
